id,directory,listing_title,listing_content,tag,category,publish_date,atbdp_post_views_count,listing_img,videourl,tagline,custom-url
"2913","general","Haroen Vermylen","Haroen Vermylen is a great expert to provide a second opinion because of his passion for technology and data, his love for building and teaching, and his experience as the Founder and CTO of Cumul.io. He has skills in data engineering and architecture, data science (predictive modelling, marketing customer intelligence, etc.), analytics with Weka, SSAS, MATLAB, KNIME, etc., data visualization with Cumul.io, d3.js, Tableau, etc., in-depth knowledge of traditional BI platforms including Microsoft BI, SAS, database technology including SQL Server, MySQL, PostgreSQL, Cassandra, etc., and application development in Node.js, Java, etc..

His experience as the Founder and CTO of Cumul.io makes him an expert in data visualization and analytics. He has also worked on an ICON project around AI in education.

&nbsp;

[booknetic staff=41]","","Artificial Intelligence,Cloud Services,Data Management &amp; Governance,IT Architecture,Security,Startup &amp; Scaling","2023-04-02 08:45:51","328","https://xpertopinion.be/wp-content/uploads/2023/04/xpert-haroen-vermylen.jpg","","","https://www.linkedin.com/in/haroen-vermylen-2930a241/"
"2910","general","Filip Michiels","Filip Michiels is a great expert to provide a second opinion because he has a proven track record of helping companies navigate major changes and disruptions. With his strategic enterprise view and digital execution/entrepreneurship skills, he can help companies make the shift they need to stay competitive in today’s fast-paced business environment. Filip has a wealth of experience in this area, having worked with many companies across different industries.

He has a deep understanding of what it takes to succeed in today’s digital landscape and can provide valuable insights and guidance to help companies achieve their goals. If you’re looking for someone who can help you navigate change and disruption, Filip Michiels is definitely someone you should consider

&nbsp;

Filip was Datanews CIO of the year 2019

&nbsp;

[booknetic staff=40]","","Change Management,Digital Transformation,ICT strategy &amp; Organization,IT Architecture","2023-04-02 08:40:02","432","https://xpertopinion.be/wp-content/uploads/2023/04/xpert-filip-machiels.jpg","","","https://www.linkedin.com/in/filipmichiels/"
"2907","general","Olivier Smekens","Olivier Smekens is a great expert to provide a second opinion because he is an experienced and passionate leader/problem solver with a competitive drive to achieve. He has combined international corporate and digital transformation challenges with true entrepreneurship, which makes him an expert in his field. <a class='tooltip-target' data-citationid='76f283e2-1d92-ab57-011b-bafc87c48184-6-group'>He is also the CEO of Soluz.io, a company that specializes in digitalization.</a>

His experience as a senior treasury and finance manager<a class='ac-anchor sup-target' href='https://lu.linkedin.com/in/smekensolivier' target='_blank' rel='noopener' data-citationid='76f283e2-1d92-ab57-011b-bafc87c48184-9' aria-label='Olivier Smekens - Head of Treasury - BREITLING | LinkedIn'><sup>4</sup></a><a class='tooltip-target' data-citationid='76f283e2-1d92-ab57-011b-bafc87c48184-11-group'> and supervisor operations outsourcing</a><a class='ac-anchor sup-target' href='https://be.linkedin.com/in/olivier-smekens-25085397' target='_blank' rel='noopener' data-citationid='76f283e2-1d92-ab57-011b-bafc87c48184-11' aria-label='Olivier Smekens - Supervisor Operations Outsourcing - LinkedIn'><sup>5</sup></a> has given him the skills to manage people, projects, corporate treasury, and operations outsourcing. His excellent writing skills, sense of humor, and ability to foster teamwork make him an excellent choice for providing a second opinion.

&nbsp;

[booknetic staff=24]","","Business Ideas,Corporate Strategy,Renewable Energy,Startup &amp; Scaling,Sustainability","2023-04-01 17:19:24","300","https://xpertopinion.be/wp-content/uploads/2023/04/xpert-olivier-smekens.jpg","","Xpert in product management / problem solver","https://www.linkedin.com/in/oliviersmekens/"
"2904","general","Kristien Manteleers","Kristien Manteleers is a management consultant with over 20 years of experience as a consultant and as an internal manager/consultant. She started up C the C after her experience and appeals to her network of independent consultants to meet all customer’s requirements. <a class='tooltip-target' data-citationid='24716c17-b294-9802-4b54-1ec251c31226-4-group'>Her style is no-nonsense and her strength is that she dares to ask the question</a>. She is a great expert to provide a second opinion because of her extensive experience in leadership, change, and reskilling.

&nbsp;

[booknetic staff=17]","","Change Management,Compen &amp; Ben,employer Value Proposition and Branding,General Services,Leadership Development,Learning and Talent Development,People Strategy,Procurement , RFI , RFP,...","2023-04-01 17:09:23","307","https://xpertopinion.be/wp-content/uploads/2023/04/xpert-kristien-mangeleers.jpg","","Xpert Leadership Development","https://www.linkedin.com/in/kristien-manteleers-14a6384/"
"2901","general","Sandra Vandorpe","Sandra Vandorpe is an expert in Human Resources Management with over 20 years of experience in both national and international environments and within the private and public sectors. She has worked for Arthur Andersen, Deloitte, Belgacom/Proximus, Belgocontrol/Skeyes, Accenture (projects for several large accounts), Engie and has a financial background with 10 years of auditing experience. She is passionate about helping companies become better places to work for their people and succeed for their customers and all stakeholders. Her expertise lies in developing Business and Workforce strategies that support business objectives and designing organizations and project portfolios to implement these strategies. Her experience domains include Talent Management, Leadership Alignment and Development, General HR Management, Employee Engagement, Corporate Culture Change, Employer Branding, HR information Systems &amp; Reporting, as well as Business and Digital transformation.

Sandra Vandorpe is an ‘Out-of-the-usual-box’ thinker with an entrepreneurial mindset who has an instinctive understanding of business objectives and a natural ability to achieve results with people. She recognizes talents in all people and enjoys coaching colleagues at every career level, stimulating them to step outside their comfort zone. With her extensive experience in Human Resources Management and her passion for helping companies succeed, Sandra Vandorpe would be an excellent choice for providing a second opinion.

&nbsp;

[booknetic staff=52]","","Culture &amp; Diversity &amp; Inclusion,employer Value Proposition and Branding,HR tooling,Leadership Development,Recruitement &amp; Onboarding","2023-04-01 16:58:44","286","https://xpertopinion.be/wp-content/uploads/2023/04/xpert-sandra-vandorpe.jpg","","Xpert in Human Resources","https://www.linkedin.com/in/sandra-vandorpe-abb6592/"
"2873","general","Wouter Trappers","Wouter Trappers is a <strong>Data Value Business Partner</strong> with more than <strong>15 years of experience</strong> in Data and Analytics. He helps business leaders to create more value from their data as a <strong>Fractional CDAO</strong>. He is also the founder of Xudo.

Wouter Trappers’ vision is that every organization needs data professionals at its core to launch the business into the future.

Data usage increases across all organization domains
<ul>
 	<li>ICT:
<ul>
 	<li>Data strategy and organization , Data and analytics in digital transformation , Data architecture services , Business intelligence tools and selection , Data management</li>
</ul>
</li>
 	<li>Finance:
<ul>
 	<li>KPI framework and reporting, Financial reporting tools, Data aspects of business controlling, Financial reporting, budgeting, forecasting, Business case modeling</li>
</ul>
</li>
 	<li>People:
<ul>
 	<li>Change management in data projects, Talent reporting tools and setup</li>
</ul>
</li>
 	<li>Sales:
<ul>
 	<li>Funnel analysis and forecasting, Sales reporting tools and setup</li>
</ul>
</li>
 	<li>Technology:
<ul>
 	<li>Cloud-based data tools, AI in business intelligence</li>
</ul>
</li>
</ul>
A Data Consultant who understands the strategy and direction of the business, and whose focus it is to use data to get there.  Aligning business intelligence processes with financial and business processes, implementation projects of corporate performance management software Bright Analytics and business intelligence software QlikSense

Wouter Trappers is a great expert to provide a second opinion because he has extensive experience in data and analytics and has helped business leaders create more value from their data, which makes him an ideal candidate for providing an xpert opinion.

&nbsp;

<span data-sheets-value='{&quot;1&quot;:2,&quot;2&quot;:&quot;wouter@xudo.be&quot;}' data-sheets-userformat='{&quot;2&quot;:2,&quot;4&quot;:{&quot;1&quot;:2,&quot;2&quot;:16767334}}'>[booknetic staff=9]</span>","","Cloud Services,Data Management &amp; Governance,Financial Reporting,KPI / OKR / ESG","2023-03-31 22:06:59","411","https://xpertopinion.be/wp-content/uploads/2023/04/xpert-wouter-trappers2.jpg,https://xpertopinion.be/wp-content/uploads/2023/03/xpert-wouter-trappers.jpg","https://www.youtube.com/watch?v=1xE3tWezLR4","","https://www.linkedin.com/in/woutertrappers/"
"2870","general","Jan Joos","Jan Joos is a seasoned executive leader up to the level of vice-president and CIO on strategic/tactical levels. He has an extra eye on internal processes thanks to process re-engineering, IT alignment as well as procurement efficiency incl. long-tail analysis. He keeps in mind external benchmarking guidelines where appropriate.

He has a profound knowledge and practice in transforming dysfunctional/low-performing teams into streamlined, highly committed and result-driven leadership squads; a profound knowledge and practice he wants to pass to and share with others.

He is very experienced in leading expert driven teams such as those active in real estate, facility management, physical security, fleet as well as in IT. He has a proven track record in problem solving, technology alignment, budget management, goal setting and target reaching.

&nbsp;

[booknetic staff=25]","","Facility Management,Fleet Management,Hybrid Working,Office Management,Project Management","2023-03-31 21:58:30","327","https://xpertopinion.be/wp-content/uploads/2023/03/xpert-jan-joos.jpg","","","https://www.linkedin.com/in/jan-joos-bb66a6/"
"2867","general","Ine Meeussen","Ine Meeussen is a great expert to provide a second opinion on CFO interim and finance outsourcing because she is the founder of UFINITY which provides financial staffing, interim-management, CFO-as-a-service and Anaplan services. She has experience in providing top-tier finance, business, accounting and operational guidance for businesses.

&nbsp;

[booknetic staff=65]","","Financial Reporting,Financial Toolings / ERP,Financing &amp; Subsidies,Hybrid Working,LinkedIn : Marketing - Sales - Recrutement,Recruitement &amp; Onboarding","2023-03-31 21:43:06","396","https://xpertopinion.be/wp-content/uploads/2023/03/xpert-ine-meussen.jpg","","Xpert Finance","https://www.linkedin.com/in/inemeeussen/"
"2864","general","Florence Coppenolle","Florence Coppenolle is a great expert to provide a second opinion because she has <strong>20 years of in-depth experience</strong> in various fields of communication such as internal, external, crisis communication, media strategy, spokesperson, brand and reputation management. She has <strong>practical knowledge</strong> of an International Financial Institution (IFI) and extensive knowledge of politics, Belgian and international organizations and decision-making processes. <a class='tooltip-target' data-citationid='a0d10990-5a14-87b4-5a09-a3924d5dbe4c-9-group'>She is also a <strong>quadrilingual professional</strong> of communication</a><a class='ac-anchor sup-target' href='https://be.linkedin.com/in/florence-coppenolle' target='_blank' rel='noopener' data-citationid='a0d10990-5a14-87b4-5a09-a3924d5dbe4c-9' aria-label='Florence Coppenolle - Directrice de la Communication, du ... - LinkedIn'><sup>1</sup></a>.

She has <strong>effective public affairs and PR experiences</strong>, <strong>large networking</strong> in Belgian and European institutions, media and organizations. <a class='tooltip-target' data-citationid='a0d10990-5a14-87b4-5a09-a3924d5dbe4c-16-group'>She is also experienced in crisis management</a><a class='ac-anchor sup-target' href='https://be.linkedin.com/in/florence-coppenolle' target='_blank' rel='noopener' data-citationid='a0d10990-5a14-87b4-5a09-a3924d5dbe4c-16' aria-label='Florence Coppenolle - Directrice de la Communication, du ... - LinkedIn'><sup>1</sup></a>. She was even in charge of lecture “Ethique de la communication” in Master class Université Catholique de Louvain. She has been described as “A real unique and extremely talented communication professional. She has a bright and strong vision of the communication

&nbsp;

[booknetic staff=66]","","Branding,Pr&amp;Communication,Public Relations","2023-03-31 21:35:04","357","https://xpertopinion.be/wp-content/uploads/2023/03/xpert-florence-coppenolle.jpg","","Xpert Communication","https://www.linkedin.com/in/florence-coppenolle/"
"2846","general","Pieter Meijlaers","Pieter Meijlaers is a great expert to provide a second opinion because he is a technology adept and evangelist, product developer and service/experience improver, and creative out-of-the-box thinker<a class='ac-anchor sup-target' href='https://be.linkedin.com/in/pietermeijlaers' target='_blank' rel='noopener' data-citationid='f84c0095-b7f3-488a-88d6-50e35a0c0bad-2' aria-label='Pieter Meijlaers - Bedrijfseigenaar - i-ViSiT BV | LinkedIn'><sup>1</sup></a>. His personal motto “Creating Mondriaan out of Kandinsky” shows that he always challenges himself to find a straightforward solution in difficult situations.

&nbsp;

[booknetic staff=28]","","Business Case Modelling,Customer Experience,Digital Transformation,Startup &amp; Scaling","2023-03-30 12:22:15","280","https://xpertopinion.be/wp-content/uploads/2023/03/xpert-pieter-meijlaers.jpg","","Xpert in Product & Service Innovation","https://www.linkedin.com/in/pietermeijlaers/"
"2842","general","David Ducheyne","David Ducheyne is an expert in human behavior and strategies. He founded Otolith to help organizations and leaders with their strategies by focusing on human behavior. He believes that both strategy definition and execution are a matter of human behavior. David’s expertise in human behavior makes him a great expert to provide a second opinion on why people do what they do and why they don’t do what they are supposed to do. His experience of more than 25 years of corporate life has given him the knowledge and skills to help organizations and leaders with their strategies. David’s focus on human behavior can help organizations and leaders design, decide, and deliver through purposeful human action

&nbsp;

[booknetic staff=27]","","Change Management,Leadership Development,Purpose,Sustainability","2023-03-30 07:30:03","303","https://xpertopinion.be/wp-content/uploads/2023/03/xpert-david-ducheyne.jpg","","Xpert in Organisational and Leadership Development","https://www.linkedin.com/in/davidducheyne/"
"2807","general","Maarten Verschuere","Maarten Verschuere is an emerging technology leader and speaker who inspires and enables corporates to surf on new waves of technological enhancement. He has worked as an analytical consultant in retail and FMCG for clients including Tesco and P&amp;G while living in London, Paris and Cincinnati. In 2016, he founded Clever, an AI-driven platform for conversational search which was sold to Zoovu Ltd. in 2019. With his mission to create a better tomorrow by helping companies transform enabled by AI and Web3 technologies, Maarten Verschuere is a great expert to provide a second opinion on how companies can leverage these technologies to transform their businesses. His experience in the industry and his passion for emerging technologies make him an ideal candidate for providing insights into how companies can use AI and Web3 technologies to create a better future.

[booknetic staff=8]

&nbsp;","","Artificial Intelligence,Customer Experience,Digital Transformation,Web3 &amp; Metaverse","2023-03-29 08:40:20","345","https://xpertopinion.be/wp-content/uploads/2023/03/xpert-maarten-verschuere.jpg","https://youtu.be/YIIxBgsIlqI","Xpertt in AI and emerging technologies","https://www.linkedin.com/in/martinforsure/"
"2794","general","Horst Remes","Horst Remes is a Customer Strategy Expert. He is passionate about helping other leaders make the transition to a customer-centric and operationally efficient organization. Horst Remes believes that nothing is easier to sell than a product or service from a customer-centric company. He has made it his mission to get management teams to create a distinctive and concrete strategy, and arm them against the ever so tempting management bullshit. He goes looking for the arguments behind the opinions. That’s how everyone gets aligned. He has extensive experience in customer-oriented organizations and has expertise in customer-centric processes, customer satisfaction, and customer experience.

&nbsp;

[booknetic staff=54]","","Board Advisory,Corporate Strategy,Customer Experience,Go 2 Market,Public Relations","2023-03-29 06:55:57","494","https://xpertopinion.be/wp-content/uploads/2023/03/xpert-horst-remesw.jpg","","","https://www.linkedin.com/in/horstremes/"
"2791","general","Bjorn Van Reet","Bjorn Van Reet is a great expert to provide a second opinion because he has a wealth of experience in leadership, vision &amp; strategy, people (HR), innovation, out-of-the-box thinking, architecture, ICT Infrastructure and governance, SOX, ITIL &amp; PRINCE2. He is currently the Chief Information Officer (CIO) at Kinepolis Group<a class='ac-anchor sup-target' href='https://be.linkedin.com/in/bjornvanreet' target='_blank' rel='noopener' data-citationid='cb119586-00f3-8a0a-26d5-6dce6f3bd66d-2' aria-label='Bjorn Van Reet - Chief Information Officer (CIO) - Kinepolis - LinkedIn'><sup>1</sup></a>which is a Belgium fast-growing company with an international footprint active in 9 countries. He has been praised by his peers and won the Chief Digital Officer of the Year Awards 2021.

&nbsp;

[booknetic staff=67]","","Cloud Services,Digital Transformation,ICT strategy &amp; Organization,IT Architecture","2023-03-29 06:09:50","389","https://xpertopinion.be/wp-content/uploads/2023/03/xpert-bjorn-van-reet.jpg","https://www.youtube.com/watch?v=XZk-4ha6CMg","Xpert ICT strategy & organization","https://www.linkedin.com/in/bjornvanreet/"
"2779","general","Stijn Staes","Stijn Staes is an expert in leadership, personal development and business growth. He has a passion for helping individuals and organizations reach their full potential. Stijn’s approach is to help his clients rediscover and strengthen their leadership talents and ambitions. He is an expert to assist you when finding yourself at the crossroads of important career and business decisions. He does this by providing guidance and support throughout the journey. With his expertise, he can help you achieve your goals with more awareness, inspiration, passion, and joy. He can provide a hollistic view on leadership challenges

Stijn is also an enthusiastic podcast maker who interviews progressive, conscious, and inspiring leaders/entrepreneurs in Flanders and international trendsetters. He provides insights into how podcasts can help strengthen a personal brand or how they can be used in an organization’s marketing mix. Visit : <a href='https://studiostijn.com/category/inspirerend-leiderschap/' target='_blank' rel='noopener' data-saferedirecturl='https://www.google.com/url?q=https://studiostijn.com/category/inspirerend-leiderschap/&amp;source=gmail&amp;ust=1681106369889000&amp;usg=AOvVaw1VWGQKia2ZXfaSMmdLXBxB'>https://studiostijn.com/<wbr />category/inspirerend-<wbr />leiderschap/</a> for inspiration

Stijn’s experience in leadership development and business growth makes him an excellent choice for providing a second opinion. His passion for helping others achieve their goals is evident in his work. I highly recommend Stijn Staes as an expert in leadership development and business growth.

&nbsp;

[booknetic staff=20]","","Change Management,Leadership Development,Learning and Talent Development,Podcasts in the mix,Purpose,Recruitement &amp; Onboarding","2023-03-28 09:17:18","301","https://xpertopinion.be/wp-content/uploads/2023/03/xpert-stijn-staes.jpg","https://www.youtube.com/watch?v=BBsgSzGIA94","","https://www.linkedin.com/in/stijn-staes-231b2113/"
"2771","general","Geert Vanoverschelde","Geert Vanoverschelde is an expert in events and live communication. He has a wealth of experience in corporate and B2B events, product launches, staff events, congresses and seminars, public events, hospitalities and offsite meetings. He is also an expert in linear and non-linear TV productions including fiction, reality and documentary programs. His expertise in video productions includes corporate films, commercials, social and online video, recruitment video, virals, after movies, branded content &amp; video marketing. Geert Vanoverschelde is a great expert to provide a second opinion because of his vast experience in the field of events and live communication. He has worked on numerous projects and has a deep understanding of the industry. His expertise in linear and non-linear TV productions as well as video productions makes him a valuable asset to any team. Geert Vanoverschelde’s experience and knowledge make him an excellent choice for anyone looking for a second opinion in these areas.

&nbsp;

[booknetic staff=44]","","Branding,Event Marketing","2023-03-28 07:02:34","237","https://xpertopinion.be/wp-content/uploads/2023/03/xpert-geert-vanoverschelde.jpg","","Xpert in Event Marketing and video&TV production","https://www.linkedin.com/in/geertvanoverschelde/"
"2768","general","Bart De Waele","Bart De Waele is a great expert to provide a second opinion because he has founded some internet companies and is the owner of N-Cube. He is passionate about internet, new technology, communication, transhumanism and entrepreneurship. He is an infovore, saphiofile, gadgetfreak, pattern recognizer and Snow Crash Gargoyle. He has been in business development consulting for years and has over 11K followers on LinkedIn.  He is also a web pioneer who founded Duke &amp; Grace which was formerly known as Netlash.

&nbsp;

[booknetic staff=21]","","Customer Experience,Digital &amp; Social Marketing,Startup &amp; Scaling,Strategic Marketing","2023-03-27 22:10:39","558","https://xpertopinion.be/wp-content/uploads/2023/03/xpert-bart-de-waele.jpg","https://youtu.be/9xJ8NwMBw-4","Xpert Marketing and Scale-up","https://www.linkedin.com/in/netlash/"
"2748","general","Hans Smellinckx","Hans Smellinckx is a great expert to provide a second opinion because he has a wealth of experience and knowledge in various fields and industries. He is not only a strategist, but also a change agent, a people manager, an entrepreneur, a marketing and sales leader, a keynote speaker, and a writer. He has worked with big names such as Thomas Cook, Coca-Cola, Ikea, and many others, and has transformed businesses digitally and internally. He has also mentored start-ups and scale-ups through The Birdhouse program, helping them grow from within. He has a global perspective and a passion for innovation and excellence. Hans Smellinckx is the ideal person to give you a fresh and insightful perspective on your business  sales challenges and opportunities.

&nbsp;

[booknetic staff=51]","","Corporate Strategy,Lead Generation,LinkedIn : Marketing - Sales - Recrutement,Sales Strategy,Strategic Marketing","2023-03-26 14:42:37","298","https://xpertopinion.be/wp-content/uploads/2023/03/xpert-hans-smellinckx.jpg","","Sales and Marketing Alignment Xpert","https://www.linkedin.com/in/hanssmellinckx/"
"2734","general","Mic Adam","Mic Adam is a great expert to provide a second opinion on your social media strategy and execution. He has more than 40 years of experience in international B2B and B2C sales, marketing and general management. He is a certified LinkedIn trainer and ambassador, who can help you optimize your LinkedIn profile, strengthen your personal and business brand, and generate more leads and revenue. He can also teach you how to use other social media platforms such as Facebook, Twitter, TikTok, and more. He is the founder of Vanguard Leadership, a social media consulting enterprise that offers coaching, consultancy, and content creation services.

He can help you implement GDPR and social media policies in your organization, enhance your employer branding and employee advocacy, and build your brand through organic and paid campaigns. He focuses on social selling, social recruitment, and employee advocacy.

His clients often see a return of up to 10x on their investment when rolling out platform, social selling and advocacy programs.  He is a thought leader and a keynote speaker who shares his insights and best practices on social media daily. He is the person you need to take your social media strategy to the next level

&nbsp;

[booknetic staff=11]","","LinkedIn : Marketing - Sales - Recrutement,Recruitement &amp; Onboarding,Social Marketing,Social Selling,Value Selling","2023-03-25 09:54:32","292","https://xpertopinion.be/wp-content/uploads/2023/03/xpert-mic-adam-1.jpg,https://xpertopinion.be/wp-content/uploads/2023/03/20210611-FIBE-MAD-06-fin-scaled.jpg","https://youtu.be/304Zcz7b1fM","Social Media Xpert","https://www.linkedin.com/in/micadam/"
"2710","general","Herman Maes","Herman Maes is a great expert to give a second opinion on your digital marketing, privacy and content creation. He has a background in IT as MS SQL Server consultant and SAP HR payroll interface consultant, but he decided to pursue his true passion in digital marketing. He helps companies with SEO optimization, inbound marketing, web analytics, data protection officer, blog and content creation and more. Due to his experience in the agency world he's often requested to participate in agency pitches.

He has a strong ability to communicate and work with both technical and business teams to achieve project success. In his free time, he writes and speaks about his passion for digital marketing, privacy and content creation. Herman is a guest professor at Thomas Moore and the UHasselt.

&nbsp;

Herman Maes is a versatile and experienced expert who can inspire and advise you with his knowledge and vision.

&nbsp;

Helping companies with:
✔ SEO optimization (seo tech audits, migrations,...)
✔ Inbound marketing (HubSpot) and Growth marketing
✔ Web analytics (What's the future with Schrems2?) with Google Analytics migrations, GA4, Plausible Analytics and Google Tag Manager
✔ Data Protection Officer to get you up to speed with the GDPR regulation
✔ Blog and content creation/marketing

&nbsp;

[booknetic staff=12]","","Data Privacy Services,Digital &amp; Social Marketing,Go 2 Market,Lead Generation,LinkedIn : Marketing - Sales - Recrutement,Social Marketing,Strategic Marketing","2023-03-24 22:36:09","405","https://xpertopinion.be/wp-content/uploads/2023/03/xpert-herman-maes.jpg","https://youtu.be/sMCmJV7KWXQ","Digital Marketing & DPO Xpert","https://www.linkedin.com/in/maesherman/"
"2707","general","Tim Groenwals","If you are looking for a second opinion on your IT challenges, you need someone who has the experience, the vision, and the passion to help you succeed. You need Tim Groenwals.

Tim is a seasoned senior leader in cybersecurity, IT strategy, technology innovation &amp; digital transformation. He has a 25-year track record of senior roles for major national organisations such as Agfa, bPost and SNCB/NMBS.

Tim has the insight and direction to align technology, IT architectures and solutions with business needs, create business value, and optimise existing processes. His extensive knowledge about information security and cybersecurity, he can easily pinpoint gaps in your cyberstrategy, and give very practical tips to enhance your cyber resilience and exposure. He has proven his ability to partner with corporate leaders to identify and promote best practices at all levels. He has consistently demonstrated excellence as the champion of transformative initiatives to raise the standard for performance, quality, and efficiency at all levels of IT management and delivery. He has been repeatedly entrusted with transformative digital IT programs.

Tim is not only an expert, but also a leader, a coach, and a motivator. He is the ideal person to provide you with a second opinion that will make a difference. Contact him today.

&nbsp;

[booknetic staff=10]","","Data Management &amp; Governance,Digital Transformation,ICT strategy &amp; Organization,ICT tooling,IT Architecture,Security","2023-03-24 22:14:15","288","https://xpertopinion.be/wp-content/uploads/2023/04/xpert-tim-groenwals.jpg","","CISO , ICT & Transformation Xpert","https://www.linkedin.com/in/tgroenwals/"
"2507","general","Rudy Moenaert","<p style='font-weight: 400;'>Rudy Moenaert is a renowned expert in marketing strategy, business roadmapping and innovation management. He has more than 30 years of experience as a professor, consultant and researcher in these fields. He is the academic director of the Executive Master of Marketing &amp; Customer Management programme at TIAS School for Business &amp; Society, one of the leading business schools in Europe. He has advised many prominent companies such as Fujifilm, Shimano and Barco on how to create and implement visionary marketing strategies.</p>
<p style='font-weight: 400;'>He has also published extensively in prestigious journals and books on topics such as the R&amp;D/Marketing interface, customer value creation and marketing organization. If you are looking for a second opinion from someone who combines academic rigor, practical relevance and inspiring passion, Rudy Moenaert is the ideal person to contact.</p>
<p style='font-weight: 400;'>He published in leading international scientific journals (e.g., the Journal of Product Innovation Management, Management Science, Journal of the Academy of Marketing Science, etc.) and (co-) authored “The Customer Leader”, 'Marketing met Ballen', 'Visionaire Marketing', 'Marketing Strategy and Organization' and 'De pijn van het ondernemen'.</p>
&nbsp;

[booknetic staff=55]","","Board Advisory,Branding,Business Ideas,Channel Sales,Customer Experience,Strategic Marketing","2023-03-21 11:06:24","301","https://xpertopinion.be/wp-content/uploads/2023/03/xpert-rudy-moenaert-1.jpg,https://xpertopinion.be/wp-content/uploads/2023/04/xpert-rudy-2.jpg,https://xpertopinion.be/wp-content/uploads/2023/04/xpert-rudy-3.jpg","https://youtu.be/7aIea9UYc3s","Professor Strategic Marketing , strategic advisor","https://www.linkedin.com/in/moenaert/"
"2273","general","Alain Albertz","Alain Albertz is a great expert to provide a second opinion because he is a passionate finance professional with a no-nonsense and can-do mentality. He specializes in helping start-ups and scale-ups become more professional organizations by supporting growth both organically and by acquisitions, post-merger integration, and setting up communication with investors, banks, and shareholders.

His expertise in finance and his experience in working with start-ups and scale-ups make him an ideal candidate to provide a second opinion. His passion for finance and his no-nonsense approach to business make him an inspiring figure in the world of finance. He is someone who can help guide businesses through the complexities of finance and help them achieve their goals. Alain Albertz is someone who can be trusted to provide sound advice and guidance to businesses of all sizes.

&nbsp;

[booknetic staff=19]","","Business Case Modelling,Business Controlling,Financial Toolings / ERP,KPI / OKR / ESG,Startup &amp; Scaling","2023-03-14 20:35:45","370","https://xpertopinion.be/wp-content/uploads/2023/03/xpert-Alain-Albertz.jpg","","Xpert Corporate Finance","https://www.linkedin.com/in/alain-albertz-62b765/"
"2270","general","Marc Bervoets","Marc Bervoets is an expert in cross-industry negotiations and has been working as a lead business negotiator for large complex arrangements or challenges with existing contracts. He has experience in complex technology delivery roles, diamond client account leadership roles as well as regional DOO roles. With his vast experience and expertise in the field of cross-industry negotiations, he can provide a second opinion that can be trusted and relied upon. His ability to handle complex arrangements and challenges with existing contracts makes him an ideal candidate for providing a second opinion. Marc Bervoets is a great expert who can provide valuable insights and advice that can help you make informed decisions.

&nbsp;

[booknetic staff=39]","","account &amp; opportunity,complex Deal Structuring,IT Architecture,Project Management,Public Relations","2023-03-14 20:08:18","324","https://xpertopinion.be/wp-content/uploads/2023/03/xpert-marc-bervoets.jpg","","","https://www.linkedin.com/in/marc-bervoets-16850a/"
"2267","general","Guy De Poortere","Guy De Poortere is a great expert to provide a second opinion based on his experience in Operations, Procurement, Supply chain and Finance. He has more than 20 years of experience within global companies and multicultural teams by working and living abroad. He is a driver of change and process improvements, being progressive &amp; analytical. He inspires, motivates and develops organizations through people empowerment and innovation. He has strong communication skills and solid financial experience and compliance management. He always looks to create value for the customer and to increase shareholders’ value. He has worked as VP Purchasing at Proximus, Domo Chemicals, Alcoa<a class='ac-anchor sup-target' href='https://be.linkedin.com/in/guy-de-poortere-1227985' target='_blank' rel='noopener' data-citationid='4f7b67de-2a39-3c5c-ad04-542d5bc165bc-2' aria-label='Guy De Poortere - Founding Partner - GDP Global Solutions - LinkedIn'><sup>1</sup></a>.

Based on his experience, Guy De Poortere has proven successes in managing complex organizations and leading change. He has strong expertise in Operations, Procurement, Supply chain and Finance which makes him an expert in providing a second opinion.

&nbsp;

[booknetic staff=18]","","complex Deal Structuring,Corporate Strategy,Culture &amp; Diversity &amp; Inclusion,General Services,Procurement , RFI , RFP,...","2023-03-14 20:03:25","398","https://xpertopinion.be/wp-content/uploads/2023/03/xpert-guy-depoortere.jpg","","Xpert in Procurement and facility Services","https://www.linkedin.com/in/guy-de-poortere-1227985/"
"1836","general","Anette Bohm","Anette Bohm is a great expert to provide a second opinion because she has more than <strong>30 years</strong> of experience as a proactive and business-minded HR leader. She has steered organizations through complex transitions and built an empowered and talented workforce in cross-cultural environments and highly competitive markets. Her proven expertise in organizational structure and human capital requirements aligns HR functions with business goals, providing the catalyst to optimize performance, enhance productivity, and drive revenue and profit growth. Anette is a forward thinker and articulate communicator with an innate ability to embrace change. Her experience in steering organizations through complex transitions and building an empowered workforce makes her an expert in providing a second opinion.

&nbsp;

[booknetic staff=16]","","Change Management,Compen &amp; Ben,Culture &amp; Diversity &amp; Inclusion,Engagement,HR tooling,People Strategy,Sustainability","2023-03-09 20:06:29","386","https://xpertopinion.be/wp-content/uploads/2023/03/anette-bohm.jpg","","HR professional","https://www.linkedin.com/in/anettebohm/"
